date,koma,sell_kwh,buy_kwh,volume_kwh,p_system,p_hokkaido,p_tohoku,p_kyushu,ts,fy
2017-07-03,17,8617000,4904000,2531500,8.01,11.53,8.53,7.21,2017-07-03 08:00:00,2017
2017-07-03,18,8197500,5539500,2826000,8.62,11.56,10.35,9.01,2017-07-03 08:30:00,2017
2017-07-03,19,7598500,6173500,3242500,9.98,11.98,10.64,10.64,2017-07-03 09:00:00,2017
2017-07-03,20,7703500,6528500,3402000,11.29,11.82,11.82,11.65,2017-07-03 09:30:00,2017
2017-07-03,21,5779000,6920500,3495000,11.54,11.85,11.85,11.65,2017-07-03 10:00:00,2017
2017-07-03,22,5332500,7167000,3368500,11.65,12.09,11.85,11.65,2017-07-03 10:30:00,2017
2017-07-03,23,5052500,7316500,3620000,11.65,11.85,11.85,11.65,2017-07-03 11:00:00,2017
2017-07-03,24,4856000,7090500,3379500,11.8,11.85,11.85,11.65,2017-07-03 11:30:00,2017
2017-07-03,25,5813500,6477500,3392000,10.96,11.85,11.85,9.01,2017-07-03 12:00:00,2017
2017-07-03,26,5776500,6532500,3438500,11.23,11.85,11.85,9.56,2017-07-03 12:30:00,2017
2017-07-03,27,4265500,7210500,3265500,11.85,13.63,13.63,11.64,2017-07-03 13:00:00,2017
2017-07-03,28,4404500,7630000,3428000,11.85,15.0,15.0,11.64,2017-07-03 13:30:00,2017
2017-07-03,29,3744500,7591500,2880000,15.03,21.0,21.0,11.8,2017-07-03 14:00:00,2017
2017-07-03,30,3545500,7615500,2840500,16.0,21.0,21.0,15.0,2017-07-03 14:30:00,2017
2017-07-03,31,3557500,7471000,2850000,15.03,19.9,19.9,13.88,2017-07-03 15:00:00,2017
2017-07-03,32,3483500,7467500,2770000,16.0,19.9,19.9,15.0,2017-07-03 15:30:00,2017
2017-07-03,33,4550500,7438500,3310500,13.11,13.11,13.11,13.11,2017-07-03 16:00:00,2017
2017-07-03,34,4568500,7307000,3283000,13.11,13.11,13.11,15.0,2017-07-03 16:30:00,2017
2017-07-03,35,4601000,6730000,2991500,13.11,13.11,13.11,15.0,2017-07-03 17:00:00,2017
2017-07-03,36,4583500,6402500,2758500,13.11,13.11,13.11,13.11,2017-07-03 17:30:00,2017
2017-07-03,37,4535000,6164000,2595500,13.11,13.11,13.11,13.11,2017-07-03 18:00:00,2017
2017-07-03,38,4550500,6064000,2531000,13.11,13.11,13.11,13.11,2017-07-03 18:30:00,2017
2017-07-03,39,4924500,5930500,2409000,13.11,13.11,13.11,13.11,2017-07-03 19:00:00,2017
2017-07-03,40,4939000,5740000,2335500,11.83,11.83,11.83,11.83,2017-07-03 19:30:00,2017
2017-07-03,41,5777500,5413500,2370500,11.65,11.65,11.65,11.65,2017-07-03 20:00:00,2017
2017-07-03,42,5852000,5186000,2344000,11.54,11.54,11.54,11.54,2017-07-03 20:30:00,2017
2017-07-03,43,5609500,5025500,2384500,10.41,11.32,10.71,9.46,2017-07-03 21:00:00,2017
2017-07-03,44,5665000,4785000,2411000,9.46,11.32,10.52,7.86,2017-07-03 21:30:00,2017
2017-07-03,45,5854500,5076000,2515500,8.54,10.82,10.82,6.92,2017-07-03 22:00:00,2017
2017-07-03,46,5720000,4885500,2202500,8.4,10.16,10.16,6.63,2017-07-03 22:30:00,2017
2017-07-03,47,5841500,4650500,1937000,8.32,9.76,9.76,7.0,2017-07-03 23:00:00,2017
2017-07-03,48,5086500,4482500,1657500,8.72,9.76,9.76,9.76,2017-07-03 23:30:00,2017
2017-07-04,1,6950500,4342000,1708500,8.16,9.53,8.28,6.63,2017-07-04 00:00:00,2017
2017-07-04,2,8148000,4420500,1750000,8.01,9.44,8.24,6.63,2017-07-04 00:30:00,2017
2017-07-04,3,9892500,4297000,1874500,7.07,9.44,8.11,6.28,2017-07-04 01:00:00,2017
2017-07-04,4,10545000,4224500,1953500,6.57,9.44,8.06,5.41,2017-07-04 01:30:00,2017
2017-07-04,5,10923000,4170500,2123500,6.26,9.44,7.95,5.41,2017-07-04 02:00:00,2017
2017-07-04,6,10960500,4111000,2035500,6.26,9.44,7.93,5.48,2017-07-04 02:30:00,2017
2017-07-04,7,10976000,4051000,2097500,6.21,9.44,7.82,5.41,2017-07-04 03:00:00,2017
2017-07-04,8,11035000,4020000,2086000,6.26,9.44,7.82,5.48,2017-07-04 03:30:00,2017
2017-07-04,9,10746500,4019000,2092500,6.33,9.44,7.82,6.04,2017-07-04 04:00:00,2017
2017-07-04,10,10652000,4039000,2098000,6.33,9.44,7.78,6.05,2017-07-04 04:30:00,2017
2017-07-04,11,10499500,4063500,2090500,6.34,9.44,7.81,6.05,2017-07-04 05:00:00,2017
2017-07-04,12,10763000,4148000,2149000,6.33,9.44,7.94,5.41,2017-07-04 05:30:00,2017
2017-07-04,13,10065500,4316000,2280500,6.63,9.53,7.94,5.41,2017-07-04 06:00:00,2017
2017-07-04,14,9536000,4492000,2172500,6.9,11.32,8.01,6.05,2017-07-04 06:30:00,2017
2017-07-04,15,8040500,4744500,2042500,7.73,11.32,8.12,6.83,2017-07-04 07:00:00,2017
2017-07-04,16,7692500,5219500,2458000,8.14,11.3,8.26,7.36,2017-07-04 07:30:00,2017
2017-07-04,17,6835500,5256500,2608500,9.32,11.53,10.1,9.32,2017-07-04 08:00:00,2017
2017-07-04,18,6283000,5843500,2904500,10.67,11.56,11.17,11.65,2017-07-04 08:30:00,2017
2017-07-04,19,5085000,6418500,2959500,11.65,11.92,11.67,11.67,2017-07-04 09:00:00,2017
2017-07-04,20,5045000,6688000,3032000,12.15,12.2,12.2,12.2,2017-07-04 09:30:00,2017
2017-07-04,21,3079000,7052000,2333500,16.0,21.0,21.0,16.0,2017-07-04 10:00:00,2017
2017-07-04,22,3126000,7243500,2380500,16.0,21.0,21.0,18.0,2017-07-04 10:30:00,2017
2017-07-04,23,3001500,7345500,2256000,19.9,20.0,20.0,20.0,2017-07-04 11:00:00,2017
2017-07-04,24,3007000,7121000,2261500,19.9,20.0,20.0,20.0,2017-07-04 11:30:00,2017
2017-07-04,25,3004500,6441500,2227000,15.0,17.37,17.37,16.66,2017-07-04 12:00:00,2017
2017-07-04,26,3012500,6502500,2234000,16.0,17.37,17.37,17.0,2017-07-04 12:30:00,2017
2017-07-04,27,3007000,7249000,2261500,19.9,20.0,20.0,20.0,2017-07-04 13:00:00,2017
2017-07-04,28,2978500,7639000,2233000,20.0,21.0,21.0,20.0,2017-07-04 13:30:00,2017
2017-07-04,29,2662000,7644500,1916500,20.0,21.0,21.0,20.01,2017-07-04 14:00:00,2017
2017-07-04,30,2660000,7657500,1914500,20.0,21.0,21.0,20.01,2017-07-04 14:30:00,2017
2017-07-04,31,2684000,7503000,1938500,20.0,20.9,20.9,20.0,2017-07-04 15:00:00,2017
2017-07-04,32,2670500,7512500,1925000,20.0,21.0,21.0,20.0,2017-07-04 15:30:00,2017
2017-07-04,33,3238000,7446000,2492500,17.0,18.42,18.42,20.0,2017-07-04 16:00:00,2017
2017-07-04,34,3283500,7178000,2538000,16.0,16.0,16.0,19.2,2017-07-04 16:30:00,2017
2017-07-04,35,3750000,6560000,2878500,12.32,12.2,12.2,15.0,2017-07-04 17:00:00,2017
2017-07-04,36,3717000,6231500,2725000,12.32,12.2,12.2,14.22,2017-07-04 17:30:00,2017
2017-07-04,37,3777000,5994500,2578000,12.2,12.2,12.2,12.32,2017-07-04 18:00:00,2017
2017-07-04,38,3789000,5804000,2542000,12.2,12.2,12.2,12.32,2017-07-04 18:30:00,2017
2017-07-04,39,3932000,5603000,2196000,12.15,12.2,12.2,12.2,2017-07-04 19:00:00,2017
2017-07-04,40,3910500,5430500,2094000,11.81,11.83,11.83,11.83,2017-07-04 19:30:00,2017
2017-07-04,41,5669500,5073500,2312000,10.42,11.53,10.64,9.38,2017-07-04 20:00:00,2017
2017-07-04,42,5736500,4905000,2320500,10.04,11.53,10.54,9.09,2017-07-04 20:30:00,2017
2017-07-04,43,5674000,4831500,2683000,8.48,11.5,9.12,7.07,2017-07-04 21:00:00,2017
2017-07-04,44,5821000,4700500,2558500,8.29,11.31,9.0,7.06,2017-07-04 21:30:00,2017
2017-07-04,45,6095000,5276000,2713500,8.59,9.71,9.12,7.06,2017-07-04 22:00:00,2017
2017-07-04,46,6223000,5124000,2551000,8.28,9.71,9.0,6.63,2017-07-04 22:30:00,2017
2017-07-04,47,6460000,4915000,2267000,8.21,9.65,8.97,6.75,2017-07-04 23:00:00,2017
2017-07-04,48,5633000,4729000,2065500,8.25,9.44,8.28,8.16,2017-07-04 23:30:00,2017
2017-07-05,1,8392500,4769500,2199500,8.1,9.53,8.16,7.71,2017-07-05 00:00:00,2017
2017-07-05,2,9551000,4731000,2228500,7.77,9.51,8.0,7.71,2017-07-05 00:30:00,2017
2017-07-05,3,10652000,4652000,2321500,6.63,9.44,7.97,6.58,2017-07-05 01:00:00,2017
2017-07-05,4,11051500,4634500,2478500,6.56,9.44,7.86,6.08,2017-07-05 01:30:00,2017
2017-07-05,5,10846000,4567500,2424000,6.46,9.44,7.86,6.08,2017-07-05 02:00:00,2017
2017-07-05,6,10745000,4484000,2353000,6.33,9.44,7.9,6.21,2017-07-05 02:30:00,2017
2017-07-05,7,11121000,4456000,2314000,6.34,9.44,7.9,6.21,2017-07-05 03:00:00,2017
2017-07-05,8,11153000,4429500,2272500,6.34,9.44,7.93,6.21,2017-07-05 03:30:00,2017
2017-07-05,9,10988000,4448000,2247000,6.56,9.44,7.91,6.33,2017-07-05 04:00:00,2017
2017-07-05,10,10999500,4480000,2243000,6.57,9.44,7.9,6.33,2017-07-05 04:30:00,2017
2017-07-05,11,11033500,4504500,2250000,6.57,9.44,7.82,6.56,2017-07-05 05:00:00,2017
2017-07-05,12,11132500,4556500,2286000,6.58,9.44,7.93,6.32,2017-07-05 05:30:00,2017
2017-07-05,13,10748500,4720000,2456500,6.58,9.53,7.76,6.56,2017-07-05 06:00:00,2017
2017-07-05,14,10493000,4813500,2354500,6.9,11.33,8.01,6.57,2017-07-05 06:30:00,2017
2017-07-05,15,9770000,4994000,2475500,7.82,11.32,8.0,7.06,2017-07-05 07:00:00,2017
2017-07-05,16,9707000,5301000,2546500,8.16,11.31,8.23,7.81,2017-07-05 07:30:00,2017
2017-07-05,17,9064500,5410500,2954000,8.36,11.56,8.46,8.46,2017-07-05 08:00:00,2017
2017-07-05,18,8615500,6050500,2971000,10.6,11.56,11.02,11.02,2017-07-05 08:30:00,2017
2017-07-05,19,6474500,6633000,3115000,11.65,12.15,11.65,11.02,2017-07-05 09:00:00,2017
2017-07-05,20,6670500,7020000,3248500,11.8,12.2,12.2,11.02,2017-07-05 09:30:00,2017
2017-07-05,21,4927500,7366000,3354500,12.11,13.58,13.58,11.02,2017-07-05 10:00:00,2017
2017-07-05,22,4927000,7532500,3452000,12.15,15.0,15.0,11.02,2017-07-05 10:30:00,2017
2017-07-05,23,4956500,7620000,3481000,12.15,15.03,15.03,11.02,2017-07-05 11:00:00,2017
2017-07-05,24,4177000,7400000,3304500,15.0,16.0,16.0,11.8,2017-07-05 11:30:00,2017
2017-07-05,25,4075500,6783500,3129500,11.83,15.0,15.0,11.65,2017-07-05 12:00:00,2017
2017-07-05,26,4104000,6846000,3132000,12.15,15.03,15.03,11.65,2017-07-05 12:30:00,2017
2017-07-05,27,3773000,7488000,2927500,19.9,21.22,21.22,17.81,2017-07-05 13:00:00,2017
2017-07-05,28,3972000,7904000,3098000,19.9,21.22,21.22,11.02,2017-07-05 13:30:00,2017
2017-07-05,29,3808500,7888500,2963000,20.01,22.0,22.0,11.65,2017-07-05 14:00:00,2017
2017-07-05,30,3555000,7924500,2709500,21.84,22.37,22.37,21.0,2017-07-05 14:30:00,2017
2017-07-05,31,3356000,7775500,2510500,22.0,22.37,22.37,22.0,2017-07-05 15:00:00,2017
2017-07-05,32,3200500,7814500,2355500,25.0,25.0,25.0,25.0,2017-07-05 15:30:00,2017
2017-07-05,33,4238000,7768000,3356500,16.14,12.32,12.2,21.0,2017-07-05 16:00:00,2017
2017-07-05,34,4103000,7504000,3131500,16.14,12.32,12.2,22.0,2017-07-05 16:30:00,2017
2017-07-05,35,4951000,6862000,2968000,12.32,12.32,12.2,20.01,2017-07-05 17:00:00,2017
2017-07-05,36,5020500,6616000,2887000,12.32,12.2,12.2,16.99,2017-07-05 17:30:00,2017
2017-07-05,37,5089000,6311500,2819500,12.31,12.2,12.2,16.14,2017-07-05 18:00:00,2017
2017-07-05,38,5124000,6155000,2806500,12.31,11.85,11.85,14.27,2017-07-05 18:30:00,2017
2017-07-05,39,5866000,5972500,2660000,11.85,12.15,11.85,11.85,2017-07-05 19:00:00,2017
2017-07-05,40,5842000,5773500,2469000,11.85,11.85,11.85,11.85,2017-07-05 19:30:00,2017
2017-07-05,41,6981500,5490000,2614500,11.5,11.56,11.42,11.65,2017-07-05 20:00:00,2017
2017-07-05,42,7084500,5296000,2554500,10.63,11.56,10.6,10.6,2017-07-05 20:30:00,2017
2017-07-05,43,5713000,5170000,2722000,9.76,11.54,9.58,9.58,2017-07-05 21:00:00,2017
2017-07-05,44,5880000,4971500,2566000,9.88,11.53,10.04,9.58,2017-07-05 21:30:00,2017
2017-07-05,45,6413500,5407000,2717500,9.6,10.04,10.04,7.48,2017-07-05 22:00:00,2017
2017-07-05,46,6546000,5188500,2533000,8.72,11.01,11.01,7.0,2017-07-05 22:30:00,2017
2017-07-05,47,6837500,4906500,2421500,8.25,9.76,9.4,6.75,2017-07-05 23:00:00,2017
2017-07-05,48,5917500,4753000,2236000,8.44,9.44,8.45,6.9,2017-07-05 23:30:00,2017
2017-07-06,1,8012500,4545000,1727000,8.17,9.75,8.17,7.73,2017-07-06 00:00:00,2017
2017-07-06,2,9063500,4477500,1755000,7.89,9.53,8.01,7.77,2017-07-06 00:30:00,2017
2017-07-06,3,10924500,4408500,2125500,6.57,9.47,7.9,6.04,2017-07-06 01:00:00,2017
2017-07-06,4,11510500,4394500,2363000,6.33,9.47,7.72,5.18,2017-07-06 01:30:00,2017
2017-07-06,5,12190500,4365000,2594000,6.17,9.47,7.76,4.85,2017-07-06 02:00:00,2017
2017-07-06,6,12076000,4289000,2518000,6.15,9.53,7.72,4.92,2017-07-06 02:30:00,2017
2017-07-06,7,11607500,4298500,2509500,6.16,9.53,7.76,4.92,2017-07-06 03:00:00,2017
2017-07-06,8,12173000,4242000,2497000,6.22,9.5,7.82,4.91,2017-07-06 03:30:00,2017
2017-07-06,9,12255000,4277500,2467000,6.21,9.47,7.78,4.93,2017-07-06 04:00:00,2017
2017-07-06,10,12173500,4248000,2471500,6.21,9.47,7.78,4.94,2017-07-06 04:30:00,2017
2017-07-06,11,12292000,4328000,2483000,6.21,9.53,7.78,4.93,2017-07-06 05:00:00,2017
2017-07-06,12,12370500,4363500,2514000,6.28,9.51,7.78,4.93,2017-07-06 05:30:00,2017
2017-07-06,13,12094000,4528500,2621000,6.25,9.53,7.62,4.94,2017-07-06 06:00:00,2017
2017-07-06,14,12113500,4576000,2538500,6.56,9.74,8.01,4.95,2017-07-06 06:30:00,2017
2017-07-06,15,11176500,4803000,2590000,6.98,9.75,8.0,6.04,2017-07-06 07:00:00,2017
2017-07-06,16,11029000,5268500,2718500,7.81,11.28,8.3,6.21,2017-07-06 07:30:00,2017
2017-07-06,17,11126500,5212000,2969000,8.06,11.53,8.31,7.08,2017-07-06 08:00:00,2017
2017-07-06,18,9942500,5980000,3268500,9.54,11.56,9.04,9.04,2017-07-06 08:30:00,2017
2017-07-06,19,8480000,6490000,3746000,10.5,11.53,10.5,10.5,2017-07-06 09:00:00,2017
2017-07-06,20,8602000,6753000,3807000,11.65,11.56,11.56,11.56,2017-07-06 09:30:00,2017
2017-07-06,21,7030000,7038500,4230000,10.64,11.53,10.63,10.63,2017-07-06 10:00:00,2017
2017-07-06,22,6982000,7221500,4212500,11.56,11.53,11.12,11.12,2017-07-06 10:30:00,2017
2017-07-06,23,6628000,7325000,4011500,11.65,11.65,11.65,11.65,2017-07-06 11:00:00,2017
2017-07-06,24,6607000,7082500,4033500,11.65,11.65,11.65,11.65,2017-07-06 11:30:00,2017
2017-07-06,25,7850000,6510000,4269500,8.3,9.29,8.3,8.3,2017-07-06 12:00:00,2017
2017-07-06,26,7975500,6564500,4316500,8.6,9.32,8.59,8.59,2017-07-06 12:30:00,2017
2017-07-06,27,6439000,7223000,3621500,11.8,12.15,12.15,11.79,2017-07-06 13:00:00,2017
2017-07-06,28,5351000,7612500,3567000,15.03,15.03,15.03,15.03,2017-07-06 13:30:00,2017
2017-07-06,29,4711000,7682500,2994000,20.0,20.0,20.0,20.0,2017-07-06 14:00:00,2017
2017-07-06,30,4712000,7715000,2992000,20.52,20.52,20.52,20.52,2017-07-06 14:30:00,2017
2017-07-06,31,4406000,7581000,2676500,21.22,21.22,21.22,21.22,2017-07-06 15:00:00,2017
2017-07-06,32,4389500,7606000,2651000,21.22,21.22,21.22,21.22,2017-07-06 15:30:00,2017
2017-07-06,33,5872500,7611000,3523000,12.38,12.32,12.24,19.9,2017-07-06 16:00:00,2017
2017-07-06,34,5791500,7360000,3330000,12.38,12.32,12.24,19.9,2017-07-06 16:30:00,2017
2017-07-06,35,5982000,6727000,3237000,12.32,12.32,11.98,13.48,2017-07-06 17:00:00,2017
2017-07-06,36,5940000,6443500,2986000,12.32,12.32,11.98,12.32,2017-07-06 17:30:00,2017
2017-07-06,37,5912500,6233500,2916000,12.24,11.98,11.98,12.32,2017-07-06 18:00:00,2017
2017-07-06,38,5940000,6071500,2892000,11.98,12.32,11.98,12.32,2017-07-06 18:30:00,2017
2017-07-06,39,5907000,5883500,2515000,11.81,12.15,11.81,11.81,2017-07-06 19:00:00,2017
2017-07-06,40,5894000,5662000,2371000,11.79,11.79,11.79,11.79,2017-07-06 19:30:00,2017
2017-07-06,41,6543000,5315500,2683000,10.64,11.56,10.61,10.61,2017-07-06 20:00:00,2017
2017-07-06,42,6555500,5100500,2578500,10.53,11.56,10.25,10.25,2017-07-06 20:30:00,2017
2017-07-06,43,5451000,5055500,2661500,9.57,11.56,10.24,8.46,2017-07-06 21:00:00,2017
2017-07-06,44,5503500,4973000,2495500,9.67,11.54,10.24,9.03,2017-07-06 21:30:00,2017
2017-07-06,45,6024000,5567500,2802000,9.09,10.24,10.24,7.71,2017-07-06 22:00:00,2017
2017-07-06,46,5882000,5411000,2670000,8.72,10.24,10.24,7.11,2017-07-06 22:30:00,2017
2017-07-06,47,5996000,5142000,2382000,8.62,9.5,9.5,7.41,2017-07-06 23:00:00,2017
2017-07-06,48,5197000,4968000,2125500,8.33,9.43,8.38,7.72,2017-07-06 23:30:00,2017
2017-07-07,1,6974000,4531500,1950000,7.63,9.54,8.01,6.63,2017-07-07 00:00:00,2017
2017-07-07,2,8146000,4413500,2072500,6.63,9.44,7.81,6.56,2017-07-07 00:30:00,2017
2017-07-07,3,9573000,4455500,2527500,6.23,9.4,7.41,4.97,2017-07-07 01:00:00,2017
2017-07-07,4,10375000,4396500,2496500,6.21,9.4,7.35,4.96,2017-07-07 01:30:00,2017
2017-07-07,5,10886000,4354000,2455500,6.11,9.47,6.46,4.97,2017-07-07 02:00:00,2017
2017-07-07,6,11036500,4311000,2414000,6.11,9.44,6.42,4.97,2017-07-07 02:30:00,2017
2017-07-07,7,11035500,4278500,2379500,6.11,9.44,6.41,5.2,2017-07-07 03:00:00,2017
2017-07-07,8,11054500,4258000,2351500,6.12,9.44,7.38,5.29,2017-07-07 03:30:00,2017
2017-07-07,9,10936500,4248000,2360500,6.12,9.44,6.46,5.29,2017-07-07 04:00:00,2017
2017-07-07,10,10844500,4263000,2340000,6.12,9.44,7.38,5.35,2017-07-07 04:30:00,2017
2017-07-07,11,10722500,4310000,2354000,6.21,9.44,7.5,5.18,2017-07-07 05:00:00,2017
2017-07-07,12,10835500,4392500,2400000,6.23,9.44,7.5,5.41,2017-07-07 05:30:00,2017
2017-07-07,13,10576000,4558500,2515000,6.22,9.41,7.27,5.41,2017-07-07 06:00:00,2017
2017-07-07,14,9977500,4700000,2527000,6.59,9.4,7.76,6.04,2017-07-07 06:30:00,2017
2017-07-07,15,9648000,4984000,2622500,6.74,9.44,7.87,6.33,2017-07-07 07:00:00,2017
2017-07-07,16,9671000,5369500,3032500,7.0,10.75,8.0,6.23,2017-07-07 07:30:00,2017
2017-07-07,17,9301500,5491000,3117000,8.06,11.54,8.19,7.71,2017-07-07 08:00:00,2017
2017-07-07,18,8729500,6239500,3545000,8.66,11.57,9.22,9.22,2017-07-07 08:30:00,2017
2017-07-07,19,7813000,6717000,3863500,9.85,11.53,10.37,11.65,2017-07-07 09:00:00,2017
2017-07-07,20,7648500,7026000,4032000,10.61,11.53,10.6,11.65,2017-07-07 09:30:00,2017
2017-07-07,21,6367000,7390500,3965500,10.93,11.54,10.64,11.65,2017-07-07 10:00:00,2017
2017-07-07,22,5944000,7578500,3850500,11.65,11.56,10.64,11.79,2017-07-07 10:30:00,2017
2017-07-07,23,5880500,7664000,3952000,11.65,11.56,10.64,11.79,2017-07-07 11:00:00,2017
2017-07-07,24,5859500,7366000,3936500,11.65,11.54,10.63,11.79,2017-07-07 11:30:00,2017
2017-07-07,25,6806000,6748000,4225000,8.28,11.53,8.28,10.23,2017-07-07 12:00:00,2017
2017-07-07,26,6799000,6716500,4176000,8.33,11.53,8.3,11.65,2017-07-07 12:30:00,2017
2017-07-07,27,5371000,7378000,3556500,11.8,12.15,12.15,18.12,2017-07-07 13:00:00,2017
2017-07-07,28,5475500,7720000,3729000,11.8,11.67,11.67,19.9,2017-07-07 13:30:00,2017
2017-07-07,29,4654000,7717000,2925500,19.9,21.0,21.0,21.0,2017-07-07 14:00:00,2017
2017-07-07,30,4353000,7754500,2924500,21.0,21.0,21.0,21.0,2017-07-07 14:30:00,2017
2017-07-07,31,4306500,7608000,2878000,20.9,20.9,20.9,20.9,2017-07-07 15:00:00,2017
2017-07-07,32,4266500,7600500,2829500,21.0,21.0,21.0,21.0,2017-07-07 15:30:00,2017
2017-07-07,33,5075500,7609000,3646500,14.35,12.32,12.32,15.0,2017-07-07 16:00:00,2017
2017-07-07,34,5081500,7400000,3644500,12.32,12.32,12.32,12.32,2017-07-07 16:30:00,2017
2017-07-07,35,4960500,6809000,3396000,12.32,12.32,12.32,12.32,2017-07-07 17:00:00,2017
2017-07-07,36,5014000,6609500,3448500,12.24,12.24,12.24,12.24,2017-07-07 17:30:00,2017
2017-07-07,37,5160500,6314000,3191500,11.8,11.8,11.8,11.8,2017-07-07 18:00:00,2017
2017-07-07,38,5186000,6153000,3161000,11.8,11.8,11.8,11.8,2017-07-07 18:30:00,2017
2017-07-07,39,5512000,5933500,3032000,11.11,11.53,11.11,11.11,2017-07-07 19:00:00,2017
2017-07-07,40,5545000,5728000,2979500,10.64,11.53,10.63,10.63,2017-07-07 19:30:00,2017
2017-07-07,41,6186500,5383000,3008500,9.48,11.54,10.49,8.66,2017-07-07 20:00:00,2017
2017-07-07,42,6255000,5228500,2895000,8.75,11.53,10.49,7.41,2017-07-07 20:30:00,2017
2017-07-07,43,5359500,5012000,2853000,8.29,11.53,10.49,6.82,2017-07-07 21:00:00,2017
2017-07-07,44,5390000,4880500,2659000,8.28,11.53,10.49,7.01,2017-07-07 21:30:00,2017
2017-07-07,45,5754500,5418500,2902000,8.29,10.49,10.49,6.54,2017-07-07 22:00:00,2017
2017-07-07,46,5637000,5314500,2562000,8.22,10.19,10.19,6.83,2017-07-07 22:30:00,2017
2017-07-07,47,5872000,5104000,2328500,8.19,9.41,8.5,7.36,2017-07-07 23:00:00,2017
2017-07-07,48,4433000,4976500,2178000,8.24,9.41,8.28,7.74,2017-07-07 23:30:00,2017
2017-07-08,1,6257000,4580500,1918500,8.19,9.42,8.5,6.63,2017-07-08 00:00:00,2017
2017-07-08,2,7405000,4580500,2057500,7.96,9.42,8.24,6.33,2017-07-08 00:30:00,2017
2017-07-08,3,8714000,4466500,2153000,7.36,9.4,8.25,5.06,2017-07-08 01:00:00,2017
2017-07-08,4,9212500,4419000,2111500,6.6,9.4,8.19,4.96,2017-07-08 01:30:00,2017
2017-07-08,5,9683000,4336500,2055500,6.26,9.44,8.21,4.96,2017-07-08 02:00:00,2017
2017-07-08,6,10206000,4333500,2030500,5.77,9.44,8.2,5.06,2017-07-08 02:30:00,2017
2017-07-08,7,10612000,4276000,1915000,6.11,9.44,8.2,6.05,2017-07-08 03:00:00,2017
2017-07-08,8,10587500,4261500,1834000,6.16,9.44,8.2,6.27,2017-07-08 03:30:00,2017
2017-07-08,9,10526500,4225000,1779500,6.26,9.44,8.21,6.33,2017-07-08 04:00:00,2017
2017-07-08,10,10464500,4247500,1838500,6.16,9.41,8.2,6.16,2017-07-08 04:30:00,2017
2017-07-08,11,10552000,4264500,1813500,6.33,9.44,8.08,6.33,2017-07-08 05:00:00,2017
2017-07-08,12,10745000,4301000,2055000,6.12,9.41,8.05,6.16,2017-07-08 05:30:00,2017
2017-07-08,13,10686500,4360500,2234000,5.77,9.4,8.04,4.93,2017-07-08 06:00:00,2017
2017-07-08,14,10835500,4434000,2262500,6.05,9.4,8.13,4.93,2017-07-08 06:30:00,2017
2017-07-08,15,11128500,4531500,2319500,5.77,9.44,8.03,4.96,2017-07-08 07:00:00,2017
2017-07-08,16,11174500,4741500,2302500,6.35,9.38,8.25,6.21,2017-07-08 07:30:00,2017
2017-07-08,17,13179500,4586500,2360500,6.04,10.81,7.5,6.21,2017-07-08 08:00:00,2017
2017-07-08,18,13221000,4829500,2434500,6.68,10.81,8.14,6.6,2017-07-08 08:30:00,2017
2017-07-08,19,11973000,5121500,2648000,7.52,11.51,8.18,7.08,2017-07-08 09:00:00,2017
2017-07-08,20,12337000,5360500,2931000,7.86,10.71,8.28,7.0,2017-07-08 09:30:00,2017
2017-07-08,21,10572500,5593500,3054000,7.31,11.33,8.26,6.82,2017-07-08 10:00:00,2017
2017-07-08,22,10166000,5723000,3055500,7.79,11.51,8.26,7.36,2017-07-08 10:30:00,2017
2017-07-08,23,9354000,5808500,3060500,7.83,11.53,9.02,7.53,2017-07-08 11:00:00,2017
2017-07-08,24,9532500,5809000,3096000,7.91,11.53,9.02,7.36,2017-07-08 11:30:00,2017
2017-07-08,25,9457500,5636000,3066000,7.36,10.71,9.07,6.82,2017-07-08 12:00:00,2017
2017-07-08,26,9364500,5576500,3026000,7.36,11.26,9.07,6.6,2017-07-08 12:30:00,2017
2017-07-08,27,8902500,5788500,3042000,8.07,11.51,10.25,7.08,2017-07-08 13:00:00,2017
2017-07-08,28,8825000,5898000,3066000,8.07,11.53,10.54,7.74,2017-07-08 13:30:00,2017
2017-07-08,29,8880000,5961000,3087000,8.17,11.53,10.6,8.16,2017-07-08 14:00:00,2017
2017-07-08,30,8765500,5985500,3124500,8.17,11.53,10.63,7.9,2017-07-08 14:30:00,2017
2017-07-08,31,8308500,5958000,3099000,8.26,10.81,10.63,8.06,2017-07-08 15:00:00,2017
2017-07-08,32,7906000,5986500,3126000,8.29,11.51,10.63,9.17,2017-07-08 15:30:00,2017
2017-07-08,33,8347500,5999000,3079500,9.6,11.51,10.51,10.51,2017-07-08 16:00:00,2017
2017-07-08,34,8247000,5902000,3029000,9.83,11.53,10.51,9.17,2017-07-08 16:30:00,2017
2017-07-08,35,8159500,5594500,2956000,9.31,11.51,10.51,8.03,2017-07-08 17:00:00,2017
2017-07-08,36,8168000,5463000,2874500,9.17,11.53,10.49,8.14,2017-07-08 17:30:00,2017
2017-07-08,37,8151500,5382000,2746000,9.17,11.53,10.5,9.15,2017-07-08 18:00:00,2017
2017-07-08,38,8161000,5356500,2750000,9.17,11.53,10.51,9.15,2017-07-08 18:30:00,2017
2017-07-08,39,7956000,5326500,2731500,9.17,11.53,10.51,9.06,2017-07-08 19:00:00,2017
